City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
482,Santa Isabel,BR,78.66,clear sky,-23.3156,-46.2214,Chácara Sombra do Altíssimo
484,Isangel,VU,75.97,clear sky,-19.55,169.2667,Tanna Lodge
485,Buluang,PH,80.67,overcast clouds,13.3068,123.3425,Enon Beach Resort
488,Kvarkeno,RU,63.97,clear sky,52.0833,59.725,"Ooo ""Kvarkeno"""
489,Amalapuram,IN,80.37,overcast clouds,16.5833,82.0167,swayamprabha service apartments
490,Bandarbeyla,SO,77.7,few clouds,9.4942,50.8122,JABIR HOTEL
491,Yurgamysh,RU,62.47,light rain,55.3714,64.4656,Gostinitsa Uyut
493,Tambilil,PH,78.71,overcast clouds,5.9622,124.6697,Wilfredo Sotto Home
494,Pitimbu,BR,81.19,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
495,Luganville,VU,77.95,broken clouds,-15.5333,167.1667,The Espiritu Hotel
496,Liverpool,GB,68.68,few clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
497,La Rioja,ES,65.98,broken clouds,42.25,-2.5,Casa Concejos
498,Leninskoye,KZ,89.53,clear sky,41.7589,69.3864,
499,Yunyang,CN,74.21,clear sky,33.4474,112.7142,Post & Telecom Hotel
500,Lodja,CD,76.84,few clouds,-3.4833,23.4333,
501,Slave Lake,CA,69.78,few clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
503,Xinqing,CN,67.01,heavy intensity rain,48.2333,129.5,
507,Mamit,IN,69.37,overcast clouds,23.9333,92.4833,R.Tlangliana Building
508,Spitsevka,RU,73.81,light rain,45.1231,42.5125,
509,Komsomolskiy,UZ,81.32,clear sky,40.4272,71.7189,Ikathouse
510,Puerto Del Rosario,ES,74.95,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
514,Kristiansund,NO,64.45,few clouds,63.1115,7.732,Thon Hotels Storgata
516,Cachira,CO,69.08,overcast clouds,7.741,-73.0483,Hotel Centro de Amigos
517,Badnawar,IN,74.52,heavy intensity rain,23.0167,75.2167,Hotel Mrityunjay
518,Nizhniy Baskunchak,RU,77.31,clear sky,48.2198,46.8311,Arman hotel
519,Minggang,CN,75.24,clear sky,32.4586,114.0486,Yindu Hotel
520,Acapulco,MX,85.82,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
523,Pangkalanbuun,ID,72.37,few clouds,-2.6833,111.6167,Grand Kecubung Hotel
524,Dharchula,IN,74.41,overcast clouds,29.85,80.5333,Mahara Hotel
525,Morant Bay,JM,86.67,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
526,Pacific Grove,US,83.8,scattered clouds,36.6177,-121.9166,Lovers Point Inn
528,Koindu,GN,69.15,overcast clouds,8.4386,-10.3253,
529,Jerico,CO,64.31,light rain,5.7921,-75.786,Las Cometas Hostel
530,Labuhan,ID,72.79,clear sky,-6.8844,112.2051,PT PPI Lamongan Tambak C
532,Bollnas,SE,66.38,broken clouds,61.3482,16.3946,Grand Hotel
533,Carutapera,BR,80.04,overcast clouds,-1.195,-46.02,Lidera
534,Bugene,TZ,68.56,overcast clouds,-1.5911,31.1403,Sunrise Annex Hotel
535,Kasongo-Lunda,CD,74.08,clear sky,-6.4667,16.8167,
537,General Cepeda,MX,87.62,clear sky,25.3833,-101.45,Hacienda Los Jose
538,Venado Tuerto,AR,67.78,few clouds,-33.7456,-61.9688,Hotel - Miro Park
541,Kalmunai,LK,81.39,overcast clouds,7.4167,81.8167,VS Villa
543,Jabinyanah,TN,85.8,clear sky,35.035,10.9081,maison belmabrouk
548,Keti Bandar,PK,82.85,broken clouds,24.1447,67.4497,Haji laloo memon house
549,Islamkot,PK,83.91,light rain,24.6997,70.177,Haji Hotel
550,Jiuquan,CN,78.64,overcast clouds,39.7432,98.5174,Jiuquan Hotel
553,Pakxan,LA,74.17,overcast clouds,18.3778,103.6601,Kong Kham Pheng Guesthouse
555,Esmeraldas,BR,77.11,clear sky,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
556,Nalut,LY,88.09,clear sky,30.3333,10.85,
558,Sayyan,YE,64.81,broken clouds,15.1718,44.3244,متنزه و بحيرة سيان
559,Boende,CD,78.08,overcast clouds,-0.2167,20.8667,
560,Kamenka,RU,64.63,overcast clouds,51.3223,42.7678,
563,Dhidhdhoo,MV,81.5,overcast clouds,6.8833,73.1,Dhidhoo beach
567,Vanavara,RU,62.51,broken clouds,60.34,102.2797,
568,Laguna De Perlas,NI,84.29,overcast clouds,12.3429,-83.6712,Hotel Best View
569,Mangrol,IN,82.02,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
571,Bairiki,KI,82.4,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
572,Faya,SA,69.91,broken clouds,18.3851,42.4509,مقبرة ال مجمل
573,Chifeng,CN,72.64,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
574,Jashpurnagar,IN,71.08,overcast clouds,22.9,84.15,Sagar Restaurant
576,Verkhoyansk,RU,62.35,scattered clouds,67.5447,133.385,
577,Banda Aceh,ID,80.51,overcast clouds,5.5577,95.3222,Sulthan Hotel International
578,Masoko,TZ,61.39,light rain,-9.3333,33.75,
579,Markapur,IN,81.7,broken clouds,15.7333,79.2833,VIHARI GRAND INN
580,Mucurapo,TT,87.03,overcast clouds,10.6667,-61.5333,Courtyard by Marriott Port of Spain
584,Lucapa,AO,71.76,clear sky,-8.4192,20.7447,Residência Ulisses Dos Santos
585,Karpathos,GR,75.25,clear sky,35.507,27.2132,Alex
586,Port-Cartier,CA,66.74,clear sky,50.0334,-66.8654,Le Q'Artier
588,Wenling,CN,76.91,moderate rain,28.3669,121.36,Hanting Express Wenling Wanchang North Road
589,Karaton,ID,76.96,clear sky,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
591,Katsina,NG,79.68,light rain,12.9894,7.6006,Katsina Motel
592,Shimoga,IN,71.11,broken clouds,13.9167,75.5667,CLIFF EMBASSY BANQUET AND SUITES
593,Gazanjyk,TM,86.13,clear sky,39.2446,55.5154,Railway motel
594,Lyubotyn,UA,71.35,broken clouds,49.95,35.9667,Staryi Lyubotyn
595,Slupca,PL,72.01,broken clouds,52.2873,17.8719,Hotel Magnat
596,Trairi,BR,80.91,few clouds,-3.2778,-39.2689,janelas do mar
597,Kavaratti,IN,82.22,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
598,Dolores Hidalgo,MX,80.78,scattered clouds,21.1561,-100.9308,Hotel Hidalgo
599,Manga,BF,78.1,light rain,11.6636,-1.0731,Auberge du 11 décembre de la cité CNSS à Manga
601,Kourou,GF,78.85,overcast clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
603,Coro,VE,87.08,overcast clouds,11.4045,-69.6734,Federal
604,Axim,GH,75.25,scattered clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
605,Santiago De Cao,PE,68.13,scattered clouds,-7.9589,-79.2392,Villa Konecta - Alojamiento Familiar
606,Trabzon,TR,71.69,broken clouds,40.9167,39.8333,SANDALS HOTEL
607,Bacolod,PH,78.33,overcast clouds,10.6667,122.95,Planta Hotel & Residences
608,Cassilandia,BR,86.4,clear sky,-19.1133,-51.7342,Delirius Motel
609,Marawi,PH,72.64,few clouds,7.9986,124.2928,Derogongan Residence
610,Jati,PK,82.78,overcast clouds,24.3539,68.2671,Cafe Lala Rehan Restaurant
611,Matay,EG,84.18,clear sky,28.419,30.7792,Nag Aespen
612,Baile Olanesti,RO,66.45,few clouds,45.2,24.2333,Olanesti Apartaments
613,Kon Tum,VN,71.01,overcast clouds,14.35,108.0,Hoa đà spa- homestay
615,Big Rapids,US,85.59,broken clouds,43.6981,-85.4837,"Holiday Inn Big Rapids, an IHG Hotel"
618,Dwarka,IN,82.47,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
619,Nantucket,US,80.62,clear sky,41.2835,-70.0995,Jared Coffin House
620,Jurm,AF,72.1,clear sky,36.8648,70.8342,
621,Akkermanovka,RU,64.18,clear sky,51.2467,58.2391,
622,Kharar,IN,87.4,overcast clouds,30.7444,76.6478,OYO 19817 Hotel Sartaj
623,Zheleznodorozhnyy,RU,63.36,broken clouds,55.7503,38.0042,Hotel Dali
624,Kurilsk,RU,64.11,overcast clouds,45.2333,147.8833,City of Kurilsk
625,Kuching,MY,78.22,few clouds,1.55,110.3333,The Ranee Boutique Suites
626,Dalvik,IS,64.33,broken clouds,65.9702,-18.5286,Dalvík HI Hostel
630,Karratha,AU,69.71,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
632,Saint-Francois,FR,67.44,broken clouds,46.4154,3.9054,Manoir Du Bonheur
633,Kharsawan,IN,78.08,broken clouds,22.8,85.8333,Mohan pusty HOME
635,Mikhaylovka,RU,68.31,overcast clouds,50.06,43.2379,5 Komnat
639,Pafos,CY,80.51,clear sky,34.7667,32.4167,Elysium Hotel
641,La Ronge,CA,71.85,broken clouds,55.1001,-105.2842,Northland Motor Hotel
643,Bontang,ID,76.95,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
644,Imbituba,BR,75.09,clear sky,-28.24,-48.6703,Praia Hotel Imbituba
647,Oussouye,SN,87.98,overcast clouds,12.485,-16.5469,Auberge du Routard
648,Kargasok,RU,64.24,clear sky,59.0556,80.8572,Hotel Kargasok
649,Lanzhou,CN,79.88,scattered clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
650,Kaarina,FI,64.09,clear sky,60.4072,22.369,Hotel Kivitasku
651,Porto Santo,PT,73.31,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
652,Bereda,ES,64.58,few clouds,43.2686,-7.5406,Pazo de Verdes
653,Ponta Delgada,PT,72.32,few clouds,37.7333,-25.6667,Vila Nova Hotel
654,Chulym,RU,62.69,clear sky,55.0997,80.9572,"""U Tat'yany"""
655,Tena,EC,86.76,overcast clouds,-0.9833,-77.8167,Hostal Tena Ñaui
656,Tshikapa,CD,80.22,scattered clouds,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
657,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
659,Bonnyville,CA,73.2,clear sky,54.2668,-110.735,Best Western Bonnyville Inn & Suites
661,Tabou,CI,76.33,overcast clouds,4.423,-7.3528,hotêl doufoulougou
662,East Wenatchee Bench,US,88.92,clear sky,47.4257,-120.2812,Coast Wenatchee Center Hotel
664,Fort Nelson,CA,69.39,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
665,Quatre Cocos,MU,69.91,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
666,Hauterive,FR,70.56,few clouds,46.0901,3.4459,Aletti Palace Hotel
667,Glarus,CH,68.4,moderate rain,47.0406,9.068,Ferienheim Saggberg
668,Vieste,IT,79.3,few clouds,41.8825,16.175,Hotel Falcone
669,Linxia,CN,67.87,overcast clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
672,Jumla,NP,62.64,overcast clouds,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
673,Nusaybin,TR,87.69,clear sky,37.0778,41.2178,Aydinlar Hotel
674,Bubaque,GW,79.59,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
675,Conde,BR,80.06,few clouds,-7.2597,-34.9075,Pousada Beija Flor
676,Katsuura,JP,79.11,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
678,Makaha,US,84.11,overcast clouds,21.4694,-158.2175,Hawaiian Princess Resort
679,Paraiso,CR,67.87,overcast clouds,9.8383,-83.8656,Rinconcito Verde
680,Ayorou,NE,84.34,overcast clouds,14.7308,0.9174,Hotel Amenokal
682,Praia Da Vitoria,PT,79.05,scattered clouds,38.7333,-27.0667,Hotel Branco I
